,undlName,text
3,BHP.AX,citi raises valuation across aussie gold sector; bhp top pick among bulks
7,CBA.AX,australia stock exchange release from commonwealth ban cba.ax: ceasing to be a substantial holder for mp1
4,CBA.AX,australia stock exchange release from commonwealth ban cba.ax: change in substantial  for fwd
10,MQG.AX,australia stock exchange release from macquarie group mqg.ax: appendix 3g
5,MQG.AX,australia stock exchange release from macquarie group mqg.ax: change of director's interest notice
2,MQG.AX,australia stock exchange release from macquarie group mqg.ax: change in substantial  from mqg
2,QBE.AX,australia stock exchange release from qbe insur. qbe.ax: change of director's interest notice
1,QAN.AX,qantas qan.ax : morgan stanley cuts price target to a5.2 from a5.6
0,QAN.AX,morgan stanley sees qantas making profits again in fiscal 2022
6,FMG.AX,iron ore rally sends australia's fortescue to record high
4,FMG.AX,australia stock exchange release from fortescue metals fmg.ax: goldman sachs presentation
0,SYD.AX,jefferies downgrades sydney airport as air travel faces sluggish recovery
