,undlName,text
12,TCL.AX,"australia stock exchange release from transurban group tcl.ax: trading update, fy20 and fy21 distribution and 2020 agms"
11,TCL.AX,australia stock exchange release from transurban group tcl.ax: prenr ends: 08:43:02
8,TCL.AX,"transurban group - anticipates fy21 distribution will be in line with free cash, excluding capital releases"
9,TCL.AX,transurban group - distribution totaling 16.0 cents per stapled security will be paid for six months ending 30 june
6,TCL.AX,australia stock exchange release from transurban group tcl.ax: dividenddistribution - tcl
0,TCL.AX,transurban to pay hy distribution of 16 centsshare
16,SGP.AX,australia stock exchange release from stockland sgp.ax: stockland announces estimated distribution and cp valuation
15,SGP.AX,australia stock exchange release from stockland sgp.ax: prenr ends: 09:34:42
13,SGP.AX,australia stock exchange release from stockland sgp.ax: stockland md  ceo announces intention to retire
12,SGP.AX,australia stock exchange release from stockland sgp.ax: prenr ends: 09:35:07
10,SGP.AX,stockland-announced an estimated distribution for hy of 10.6 cents per ordinary stapled security
8,SGP.AX,stockland corporation -funds from operations guidance for fy20 remains withdrawn
9,SGP.AX,stockland corporation  - ceo mark steinert to retire
0,SGP.AX,stockland ceo mark steinert to retire
0,FMG.AX,south32 portfolio looks compatible with fortescue - citi
0,S32.AX,south32 portfolio looks compatible with fortescue - citi
