,undlName,text
20,CSL.AX,uniqure nv - clinical development and regulatory activities performed by uniqure under agreement will be reimbursed by csl behring
19,CSL.AX,uniqure nv - csl behring will be responsible for regulatory submissions  commercialization of etranacogene dezaparvovec
16,CSL.AX,uniqure announces license agreement with csl behring to commercialize hemophilia b gene therapy
15,CSL.AX,australia stock exchange release from csl csl.ax: csl to acquire latestage gene therapy candidate from uniqure
14,CSL.AX,australia stock exchange release from csl csl.ax: prenr ends: 08:31:37
7,CSL.AX,"csl  - upon closing deal, csl will have exclusive global right to commercialise amt-061"
8,CSL.AX,csl  - uniqure wil also get regulatory and commercial sales milestone payments and royalties
9,CSL.AX,csl - uniqure to complete phase 3 trial and scale up manufacture for early commercial supply under agreed plan with co
11,CSL.AX,csl  - uniqure will receive an upfront cash payment of us450 mln
12,CSL.AX,csl  - acquire late-stage gene therapy candidate for haemophilia b from uniqure
5,CSL.AX,csl behring agrees to acquire novel late-stage gene therapy candidate for hemophilia b patients from uniqure
0,ANZ.AX,australia stock exchange release from australia and ne anz.ax: dividenddistribution - anzpg
2,QBE.AX,australia stock exchange release from qbe insur. qbe.ax: becoming a substantial holder
1,MGR.AX,"mirvac group mgr.ax : jefferies lifts pt to a2.58 from a2.46, downgrades rating to 'hold' from 'buy'"
0,MGR.AX,"mirvac: jefferies says fy20 distribution weaker than expected, cuts rating"
75,QAN.AX,australia stock exchange release from qantas airways qan.ax: trading halt
51,QAN.AX,"qantas-retiring qantas' six remaining 747s immediately, six months ahead of schedule"
58,QAN.AX,"qantas-reducing group's pre-crisis workforce by at least 6,000 roles across all parts of business"
37,QAN.AX,qantas - alan joyce agreed to remain qantas group ceo as recovery plan is implemented and through to at least fy23-end
54,QAN.AX,australia stock exchange release from qantas airways qan.ax: qantas group post-covid recovery plan ceo speech
18,QAN.AX,"2-qantas to cut 6,000 jobs and raise 1.3 bln due to virus outbreak"
36,QAN.AX,australia stock exchange release from qantas airways qan.ax: qantas group equity raising investor presentation
35,QAN.AX,australia stock exchange release from qantas airways qan.ax: trading halt remains
29,QAN.AX,australia stock exchange release from qantas airways qan.ax: cancel - dividenddistribution - qan
26,QAN.AX,qantas - fy20 statutory results expected to include a one-off charge of about 2.8 bln
63,QAN.AX,qantas - equity raising of up to 1.9 bln
24,QAN.AX,qantas - expects about 50 of international capacity flying in fy22
22,QAN.AX,qantas - freight profits expected to remain solid
20,QAN.AX,qantas - group domestic capacity reduced to 5 until mid-june and now at 15 of pre-covid-19 levels
25,QAN.AX,qantas - expects average domestic capacity of about 70 in fy21 and 100 in fy22
17,QAN.AX,qantas ceo says equity raised sufficient for airline to get through at least fy22
15,QAN.AX,qantas ceo says parking a380s for at least 3 years
14,QAN.AX,corrected-qantas ceo says does not expect any sizeable international operations until at least july next year adds dropped word 'international'
13,QAN.AX,rpt-qantas ceo says equity raised sufficient for airline to get through at least fy22
12,QAN.AX,rpt-qantas ceo says parking a380s for at least 3 years
11,QAN.AX,rpt-qantas ceo says expects to spend a600 mln on redundancy payouts to staff
23,QAN.AX,qantas - most international flight cancellations extended through to late oct-20
62,QAN.AX,qantas - issue price for new shares under placement of 3.65
61,QAN.AX,qantas - three year strategy to guide recovery and return to growth in changed market
60,QAN.AX,qantas - around 100 aircraft to be grounded for up to 12 months
72,QAN.AX,qantas - seeks trading halt pending announcement on capital raising comprising institutional placement and share purchase plan
70,QAN.AX,qantas airways says seeks trading halt
69,QAN.AX,qantas enters trading halt to raise equity
