,undlName,text
2,CBA.AX,australia's asic - federal court of australia orders cba to pay 5 mln penalty over breaches of agriadvantage plus package
0,CBA.AX,australia court orders cba to pay 3.5 mln for overcharging customers
5,RIO.AX,australia stock exchange release from rio tinto rio.ax: shares of pdmr
6,CSL.AX,australia stock exchange release from csl csl.ax: cepi csl uq media release partnering agreement
3,CSL.AX,"csl -  cepi, co  university of queensland enter partnering deal to accelerate development , manufacture of covid- 19 vaccine candidate"
2,CSL.AX,"australia's csl says to help fund, make vaccine candidate if it proves successful"
6,WBC.AX,"westpac banking corp wbc.ax: ubs upgrades to 'buy' from 'neutral', raises pt to a20.50 from a18.50"
4,WBC.AX,australia stock exchange release from westpac banking wbc.ax: 259c exemption notice - wbc
5,WBC.AX,"ubs upbeat on outlook of aussie banks; upgrades nab, westpac to 'buy'"
7,NAB.AX,"national australia bank  nab.ax: ubs upgrades to 'buy' from 'neutral', raises pt to a20.50 from a16.50"
6,NAB.AX,australia stock exchange release from nat. bank nab.ax: appendix 3y x 7
1,NAB.AX,"ubs upbeat on outlook of aussie banks; upgrades nab, westpac to 'buy'"
12,ANZ.AX,fma - claims anz contravened section 22 of financial markets conduct act by making false  misleading representations about cover of policies
13,ANZ.AX,"fma - regulator seeks declarations of contravention of financial markets conduct act, pecuniary penalties  costs from anz"
14,ANZ.AX,financial markets authority- proceedings allege anz charged some customers for credit card repayment insurance policies that offered them no cover
15,ANZ.AX,financial markets authority - has filed high court proceedings against anz bank new zealand
7,ANZ.AX,australia and new zealand banking group anz.ax : ubs raises pt to a21.00 from a20.00; maintains buy rating
5,ANZ.AX,australia stock exchange release from australia and ne anz.ax: notice corporations act subsection 259c2
5,MQG.AX,australia stock exchange release from macquarie group mqg.ax: ceasing to be a substantial holder for asb
3,MQG.AX,australia stock exchange release from macquarie group mqg.ax: change of director's interest notice
0,MQG.AX,australia stock exchange release from macquarie group mqg.ax: 259c disclosure
5,QAN.AX,australia's qantas hits near 3-month high on improving air travel demand
3,QAN.AX,qantas to reactivate plans for sydney-london flights when financial strength returns
4,QAN.AX,qantas ceo says airline will reactivate plans to order planes capable of sydney-london flights when financial strength returns
2,QAN.AX,1-qantas to reactivate plans for sydney-london flights when financial strength returns
1,QAN.AX,"qantas has ability to raise domestic capacity up to 40 of pre-covid-19 levels, ms says"
0,QAN.AX,regional express to increase flights in response to qantaslink's actions
5,NCM.AX,australia stock exchange release from newcrest mining ncm.ax: appendix 3g sign on performance rights
3,NCM.AX,australia stock exchange release from newcrest mining ncm.ax: appendix 2a spp shares
6,IPL.AX,australia stock exchange release from incitec pv ipl.ax: chief financial officer and dna president appointments
2,IPL.AX,"incitec pivot  - nick stratford to assume role of cfo, effective 1 july"
3,IPL.AX,incitec pivot - nick stratford to assume role of cfo
4,IPL.AX,incitec pivot - frank micallef retired as chief financial officer
0,IPL.AX,incitec pivot says frank micallef retired as chief financial officer
