,undlName,text
3,BHP.AX,bhp group bhp.ax : jefferies raises price target to a36 from a31
1,BHP.AX,bhp bhpb.l: jefferies raises target price to 1650p from 1350p
4,CBA.AX,cba cba.ax : jefferies raises pt to a51.10 from a45.00; rating 'underperform'
8,RIO.AX,rio tinto rio.ax : jefferies raises price target to a110 from a97
6,RIO.AX,"rio tinto apologises for blowing up 46,000-year-old aboriginal site"
3,RIO.AX,rio tinto rio.n: jefferies raises target price to 68 from 55
4,RIO.AX,rio tinto rio.l: jefferies raises target price to 5200p from 4400p
1,WBC.AX,westpac wbc.ax : jefferies lowers pt to a13.34 from a14.30; downgrades rating to 'underperform' from 'hold'
8,NAB.AX,national australia bank nab.ax : jefferies lowers pt to a17.07 from a17.50; rating 'hold'
7,NAB.AX,australia stock exchange release from nat. bank nab.ax: change in substantial 
2,NAB.AX,australia stock exchange release from nat. bank nab.ax: appendix 2a
1,ANZ.AX,anz anz.ax : jefferies raises pt to a12.43 from a11.45; rating 'underperform'
19,QAN.AX,australia stock exchange release from qantas airways qan.ax: axx: investigation into qantas's stake in alliance air. con
18,QAN.AX,australia stock exchange release from qantas airways qan.ax: prenr ends: 09:37:03
16,QAN.AX,australia stock exchange release from aaviation aqz.ax: axx: investigation into qantas's stake in alliance air. con
15,QAN.AX,australia's accc - investigation into qantas's stake in alliance airlines continues
13,QAN.AX,accc - any further increase in qantas' stake in alliance very likely to raise competition concerns under competition  consumer act
12,QAN.AX,australia's accc-to consider enforcement action if evidence that qantas share compromising alliance's ability to be strong competitor to qantas
10,QAN.AX,accc says investigation into qantas's stake in alliance airlines continues
6,QAN.AX,qantas - continues to cooperate with probe into its minority share in alliance aviation
5,QAN.AX,qantas - rejects suggestion that 19.9 share has any impact on competition
4,QAN.AX,qantas - acknowledges importance of strong competition
3,QAN.AX,qantas - has not sought board representation and has had no influence on management of alliance aviation
4,NCM.AX,australia stock exchange release from newcrest mining ncm.ax: newcrest completes an increased share purchase plan
1,NCM.AX,newcrest - board exercised discretion under terms of spp to increase size of offer from a100 mln to a200 mln
2,NCM.AX,"newcrest-successfully completed its share purchase plan announced on 30 april, raising about a200 mln"
1,FMG.AX,fortescue fmg.ax : jefferies raises price target to a15 from a11
2,GMG.AX,australia stock exchange release from goodman group gmg.ax: appendix 3x
3,COL.AX,australia stock exchange release from murray river org mrg.ax: mrg enters 1b breakfast cereal category with coles
1,COL.AX,murray river organics - enters 1b breakfast cereal category with coles
2,SHL.AX,australia stock exchange release from sonic hlth shl.ax: change in substantial 
7,DXS.AX,australia stock exchange release from dexus dxs.ax: fy20 distribution guidance update
6,DXS.AX,australia stock exchange release from dexus dxs.ax: prenr ends: 13:56:19
2,DXS.AX,dexus - had 1.7 bln of cash and committed undrawn bank facilities available at 30 april
3,DXS.AX,dexus - fy19 full year distribution per security amount was 50.2 cents
4,DXS.AX,dexus - expects an fy20 full year distribution per security amount that is consistent with fy19
