,undlName,text
2,BHP.AX,"bhp group - edgar basto appointed president minerals australia, effective 1 july 2020"
5,CBA.AX,australia stock exchange release from commonwealth ban cba.ax: becoming a substantial holder for mts
2,CBA.AX,australia stock exchange release from commonwealth ban cba.ax: ceasing to be a substantial holder for ovh
2,RIO.AX,"rio tinto finance usa  files for potential debt shelf offering, size undisclosed - sec filing"
1,RIO.AX,rio tinto finance usa  says debt shelf offering fully and unconditionally guaranteed by rio tinto plc
6,ANZ.AX,australia stock exchange release from australia and ne anz.ax: notice corporations act subsection 259c2
9,MQG.AX,australia stock exchange release from macquarie group mqg.ax: becoming a substantial holder
2,MQG.AX,australia stock exchange release from macquarie group mqg.ax: becoming a substantial holder
3,MQG.AX,australia stock exchange release from oceania healthca oca.ax: recording of macquarie conference presentation
32,WES.AX,australia stock exchange release from wesfarmers wes.ax: kmart group and expected fy20 significant items
13,WES.AX,wesfarmers to recognize up to 315 mln impairment in kmart group for 2020
23,WES.AX,wesfarmers  - target review actions also include restructuring of target store support office
14,WES.AX,wesfarmers sees 2020 pre-tax gain of 290 mln on coles stake sale; one-off pre-tax gain of 221 mln on revaluation of remaining investment
18,WES.AX,wesfarmers-identified actions include closure of between 10-25 large format target stores and remaining 50 small format target country stores
19,WES.AX,"wesfarmers-impairments in target and industrial and safety non-cash; will not impact group's credit rating, debt facilities or 2020 final dividend"
20,WES.AX,wesfarmers - actions expected to be implemented over next 12 months with majority occurring in cy 2021
22,WES.AX,"wesfarmers-in 2021 kmart expected to incur one-off non-operating costs of about 120 to 140 mln regarding conversion of stores, stock clearance"
17,WES.AX,wesfarmers-continuing assessment of strategic options for commercially viable target and remaining store network
24,WES.AX,wesfarmers- sees 2020 non-cash impairment in industrial and safety division of about 300 mln before tax
25,WES.AX,wesfarmers - redeployment opportunities in kmart and other wesfarmers businesses will minimise effect of changes on target team members
26,WES.AX,"wesfarmers - 1st phase of target review finds actions like conversion of some target stores to kmart stores, closure of some target stores"
27,WES.AX,wesfarmers- sees non-cash impairment in kmart group of approximately 430 to 480 mln before tax
28,WES.AX,wesfarmers  sees 2020 restructuring costs and provisions in kmart group of about 120 mln to 170 mln before tax
29,WES.AX,wesfarmers  announces kmart group update
30,WES.AX,australia stock exchange release from wesfarmers wes.ax: prenr ends: 08:30:05
1,WES.AX,2-australia's wesfarmers to shut or rebrand over 100 target stores in virus slump
0,WES.AX,target store closures will not affect wesfarmers' liquidity - moody's
7,NCM.AX,australia stock exchange release from newcrest mining ncm.ax: newcrest announces results of its early tender offer
5,NCM.AX,newcrest announces results of early tender offer and pricing of maximum tender offer for debt due in 2022
3,NCM.AX,newcrest-us364 mln of principal amount of max tender offer notes tendered and not withdrawn at early tender time to be accepted
4,NCM.AX,newcrest - pricing of 4.200 senior notes due 2022 at fixed spread of 135 bps  repurchase yield of 1.521
0,NCM.AX,newcrest updates on results of early tender offer and pricing debt due in 2022
0,WPL.AX,rpt-woodside to improve vincent crude quality to ride vlsfo demand -sources
2,COL.AX,australia stock exchange release from coles group col.ax: appendix 3g
6,SYD.AX,australia stock exchange release from sydney airport syd.ax: 2020 agm documents
3,SYD.AX,sydney airport: rbc sees sufficient revenue in h2 not to hit debt covenants
2,SYD.AX,australia stock exchange release from sydney airport syd.ax: results of the sydney airport annual general meetings
0,RHC.AX,ramsay health to turn profitable a month earlier than expected - jefferies
