,undlName,text
0,BHP.AX,bhp bhpb.l: citigroup raises price target to 1800p from 1700p
20,CBA.AX,australia stock exchange release from commonwealth ban cba.ax: dividenddistribution - cbapd
17,CBA.AX,australia stock exchange release from commonwealth ban cba.ax: dividenddistribution - cbape
14,CBA.AX,australia stock exchange release from commonwealth ban cba.ax: dividenddistribution - cbapf
12,CBA.AX,australia stock exchange release from commonwealth ban cba.ax: dividenddistribution - cbapg
10,CBA.AX,australia stock exchange release from commonwealth ban cba.ax: dividenddistribution - cbaph
7,CBA.AX,australia stock exchange release from commonwealth ban cba.ax: dividenddistribution - cbapi
7,RIO.AX,rio tinto does not seek to bid for remaining stake in canadian diamond mine - document
8,RIO.AX,rio tinto does not seek to bid for dominions interest in the diavik mine or the ekati mine - document
6,RIO.AX,1-rio tinto won't bid for remaining stake in canadian diamond mine -document
2,RIO.AX,rio tinto rio.l: citigroup raises price target to 4300p from 4200p
2,WBC.AX,australia stock exchange release from westpac banking wbc.ax: appendix 3g
3,MQG.AX,australia stock exchange release from macquarie group mqg.ax: dividenddistribution - mqgpc
7,MQG.AX,australia stock exchange release from macquarie teleco maq.ax: canberra data centre ic5 bunker announcement
4,MQG.AX,fund macquarie makes offer to enel for 50 stake in open fiber - paper
5,MQG.AX,fund macquarie has made offer to enel for 50 stake in open fiber - paper
1,QBE.AX,fitch ratings: proposed feature change will not affect qbe's at1 rating
2,IPL.AX,australia stock exchange release from incitec pv ipl.ax: appendix 2a
1,CWN.AX,crown resorts  cwn.ax: morgan stanley raises price target to a12 from a6.60
2,CWN.AX,crown resorts  cwn.ax: morgan stanley raises rating to overweight from equal-weight
0,CWN.AX,casino operators: ms all in on crown resorts; cuts star entertainment to 'underweight'
0,WPL.AX,"aussie og: citi picks senex, woodside, santos"
9,FMG.AX,australia stock exchange release from fortescue metals fmg.ax: fortescue climate change targets
4,FMG.AX,"fortescue - will build, own and operate pilbara energy connect which includes us250 mln pilbara transmission project"
5,FMG.AX,"fortescue - announced emissions reduction goal for scope 1  2 emissions from existing ops by 26  from 2020 levels, by 2030"
6,FMG.AX,fortescue - emissions reduction goal to achieve net zero operational emissions by 2040
7,FMG.AX,fortescue-fortescue sets ambitious climate change target to reach net zero operational emissions by 2040
1,FMG.AX,fortescue-sets climate change target to reach net zero operational emissions by 2040
1,COL.AX,australia stock exchange release from wellness wnb.ax: coles to roll out jbronze nationally across 800 stores
0,SYD.AX,"domestic travel to recover faster in australia than europe, sydney airport to benefit: rbc"
8,STO.AX,"aussie og: citi picks senex, woodside, santos"
6,STO.AX,australia stock exchange release from santos sto.ax: santos signs new gas deal with gold fields
3,STO.AX,santos - entered new gas supply agreement with gold fields limited for its three gold mines in western australia
4,STO.AX,"santos -santos will supply nearly 5.5 petajoules of natural gas from its varanus island gas plant over three years, starting on 1 july"
5,STO.AX,santos signs new gas deal with gold fields-sto.ax
8,DXS.AX,australia stock exchange release from dexus dxs.ax: estimated distribution for the six months ended 30 june 2020
7,DXS.AX,australia stock exchange release from dexus dxs.ax: prenr ends: 12:26:43
4,DXS.AX,dexus - confirms that its distribution reinvestment plan remains suspended
5,DXS.AX,dexus - estimated distribution amount for six months ending 30 june 2020 is 23.2 cents per stapled security.
3,DXS.AX,australia stock exchange release from dexus dxs.ax: dividenddistribution - dxs
0,S32.AX,south32  s32.l: citigroup raises price target to 130p from 120p
5,AMP.AX,australia stock exchange release from amp amp.ax: dividenddistribution - amppb
