,undlName,text
1,BHP.AX,"bhp bhpb.l : jp morgan raises target price to 1,830p from 1,820p"
0,RIO.AX,"rio tinto rio.l: jp morgan cuts target price to 4,730p from 4,870p"
13,WBC.AX,australia stock exchange release from westpac banking wbc.ax: change of company secretary
12,NAB.AX,australia stock exchange release from nat. bank nab.ax: appendix 3y
7,NAB.AX,australia stock exchange release from nat. bank nab.ax: appendix 2a
4,NAB.AX,australia stock exchange release from nat. bank nab.ax: appendix 2a
98,ANZ.AX,anz - budgets for salary increases in 202021 to be significantly reduced  focused only those below senior management
97,ANZ.AX,australia and new zealand banking group  - loan losses heading into march were at historically low-levels
99,ANZ.AX,"australia and new zealand banking - during hy, also provided 16 bln additional lending, mainly to long-term investment-grade institutional customers"
15,ANZ.AX,australia stock exchange release from australia and ne anz.ax: anz half year 2020 result - cfo speaking notes
18,ANZ.AX,australia stock exchange release from australia and ne anz.ax: anz half year 2020 result - ceo speaking notes
20,ANZ.AX,"anz appoints emma gray as group executive, data and automation"
39,ANZ.AX,"anz -  emma gray appointed group executive, data and automation"
41,ANZ.AX,"australia stock exchange release from australia and ne anz.ax: emma gray appointed group executive, data and automation"
26,ANZ.AX,"2-anz defers interim dividend decision, first-half profit slumps 60"
63,ANZ.AX,australia stock exchange release from australia and ne anz.ax: 2020 half year esg target update
66,ANZ.AX,australia stock exchange release from australia and ne anz.ax: uk dtr submission
69,ANZ.AX,australia stock exchange release from australia and ne anz.ax: news release - anz nz 2020 half-year result
76,ANZ.AX,australia stock exchange release from australia and ne anz.ax: anz's march 2020 pillar 3 disclosure
78,ANZ.AX,australia stock exchange release from australia and ne anz.ax: anz 2020 half year results - key financial data summary
81,ANZ.AX,australia stock exchange release from australia and ne anz.ax: transcript of bluenotes interview with anz cro
84,ANZ.AX,australia stock exchange release from australia and ne anz.ax: transcript of bluenotes interview with anz cfo
86,ANZ.AX,australia stock exchange release from australia and ne anz.ax: transcript of bluenotes interview with anz ceo
87,ANZ.AX,"anz defers interim dividend decision, first-half profit slumps"
89,ANZ.AX,anz says total provision charge for half was 1.7 bln
90,ANZ.AX,"anz defers decision on interim dividend, hy profit slumps"
94,ANZ.AX,australia stock exchange release from australia and ne anz.ax: prenr ends: 07:58:47
95,ANZ.AX,australia stock exchange release from australia and ne anz.ax: anz 1h 2020 results presentation  investor discussion pack
96,ANZ.AX,australia and new zealand banking group  - has not received any concerns from apra regarding our level of capital
92,ANZ.AX,australia and new zealand banking group  - will provide an on dividend decision as part of a trading in august
3,MQG.AX,australia stock exchange release from temple  webster tpw.ax: ceasing to be a substantial holder from mqg
2,MQG.AX,australia stock exchange release from macquarie group mqg.ax: ceasing to be a substantial holder for tpw
24,WOW.AX,australia stock exchange release from woolworths group wow.ax: third quarter sales results
0,WOW.AX,2-australia's woolworths gets virus stockpiling surge but costs mount
5,WOW.AX,australian retailer woolworths' supermarket sales jump on panic buying
11,WOW.AX,"woolworths-due to sudden  unprecedented increase in demand, food businesses in particular, were impacted by acute product shortages in some areas"
6,WOW.AX,woolworths -  big w salaried store team members are expected to receive payments in early may
7,WOW.AX,"woolworths -  further partial payments were made to affected salaried store team members in woolworths supermarkets, metro and bws"
8,WOW.AX,woolworths -  last four months have been one of most challenging periods in history of woolworths
9,WOW.AX,woolworths group  -  sales growth continued in april although growth rates have moderated relative to march
12,WOW.AX,"woolworths-rapid increase in demand for ecommerce services, resulted in significant disruption to group's online businesses during march and april"
3,WOW.AX,"shares of woolworths group  wow.ax down nearly 2.4 after co reports q3 result, warns of additional costs in q4"
13,WOW.AX,"woolworths group  - based on current forecasts, big w is expected to still make a small profit for f20 post-aasb 16"
15,WOW.AX,"woolworths group  -  in q4, incremental costs expected to be in range of 220 - 275 mln for group excluding hotels"
16,WOW.AX,woolworths - hotels will make a loss before interest and tax of 30 - 35 mln per month including march while business remains closed
17,WOW.AX,"woolworths group  - looking forward to q4, a number of costs are expected to continue for rest of quarter"
18,WOW.AX,woolworths -australian food sales growth in first 3 weeks of april in mid-single digits with drinks sales growth broadly back to pre- covid-19 levels
19,WOW.AX,"woolworths qtrly total sales from cont ops 16,495 mln vs 14,898 mln"
20,WOW.AX,woolworths group  - q3 australian food comparable sales growth of 10.3
21,WOW.AX,"woolworths group  - q3 australian food sales 11,171 mln vs 10,033 mln"
23,WOW.AX,australia stock exchange release from woolworths group wow.ax: prenr ends: 08:44:28
14,WOW.AX,"woolworths group  - in second half, big w will also be impacted by incremental costs due to covid-19 and higher online fulfilment costs"
1,WOW.AX,"australia's woolworths slumps despite surge in sales, warns of higher costs"
5,MGR.AX,australia stock exchange release from mirvac grp stapl mgr.ax: mgr 3q20 operational update
4,MGR.AX,australia stock exchange release from mirvac grp stapl mgr.ax: prenr ends: 08:54:28
2,MGR.AX,mirvac group -  withdrew earnings  distribution guidance during quarter
0,MGR.AX,mirvac group says withdrew earnings guidance during quarter
4,SGP.AX,australia stock exchange release from stockland sgp.ax: stockland settles the gables
2,SGP.AX,stockland corporation- confirms settlement of acquisition of undeveloped portion of ' gables'
58,NCM.AX,australia stock exchange release from newcrest mining ncm.ax: trading halt
5,NCM.AX,newcrest says acquires fruta del norte finance facilities
7,NCM.AX,newcrest mining says gold production in june qtr expected to be higher vs march qtr
8,NCM.AX,newcrest mining seeks trading halt
1,NCM.AX,2-australia's newcrest aims to raise 655 mln in share issue to fund gold growth
18,NCM.AX,australia stock exchange release from newcrest mining ncm.ax: proposed issue of securities - ncm
22,NCM.AX,australia stock exchange release from newcrest mining ncm.ax: executive committee announcement
23,NCM.AX,australia stock exchange release from newcrest mining ncm.ax: trading halt remains
24,NCM.AX,australia stock exchange release from newcrest mining ncm.ax: quarterly exploration report 31 march 2020
30,NCM.AX,australia stock exchange release from newcrest mining ncm.ax: trading halt remains
32,NCM.AX,"australia stock exchange release from newcrest mining ncm.ax: fy20 q3 results, acquisition fruta del norte finance faci"
33,NCM.AX,newcrest mining  -launches a a100 mln non-underwritten share purchase plan
29,NCM.AX,newcrest mining  -  placement will comprise issue of about 39.1 mln new fully paid ordinary newcrest shares
28,NCM.AX,newcrest mining  -  institutional placement at an issue price of a25.60 per new share
34,NCM.AX,newcrest mining  - a1 bln fully underwritten institutional placement
4,NCM.AX,newcrest mining announces a1 bln fully underwritten institutional placement
36,NCM.AX,australia stock exchange release from newcrest mining ncm.ax: newcrest announces equity raising to fund future growth
42,NCM.AX,australia stock exchange release from newcrest mining ncm.ax: trading halt remains
39,NCM.AX,newcrest mining  - deal for 460 mln cash consideration for shares of companies that hold facilities
40,NCM.AX,newcrest mining- completed acquisition of gold prepay  stream facilities  offtake agreement on lundin gold's fruta del norte mine  facilities
41,NCM.AX,newcrest mining  - signed an acquisition agreement with funds affiliated with orion resource partners and blackstone tactical opportunities
43,NCM.AX,asx alert-newcrest acquires fruta del norte finance facilities-ncm.ax
45,NCM.AX,australia stock exchange release from newcrest mining ncm.ax: newcrest acquires fruta del norte finance facilities
47,NCM.AX,"newcrest mining  qtrly gold production 518,770 oz vs 623,124 oz as reported last yr"
48,NCM.AX,newcrest mining  - gold production in june 2020 quarter expected to be higher than that achieved in march quarter
49,NCM.AX,"newcrest mining - qtrly copper production 34,958 tonnes vs 25,303 tonnes as reported last yr"
50,NCM.AX,newcrest mining  - qtrly all-in sustaining cost 827 per oz vs 738 per oz as reported last yr
51,NCM.AX,newcrest mining  - gold production in june 2020 quarter is expected to be higher than that achieved in march quarter
53,NCM.AX,australia stock exchange release from newcrest mining ncm.ax: trading halt remains
54,NCM.AX,australia stock exchange release from newcrest mining ncm.ax: newcrest quarterly report
56,NCM.AX,newcrest mining  - seeks trading halt pending announcement on material acquisition and an equity raising and a share purchase plan
38,NCM.AX,"australia's newcrest mining quarterly gold output down about 17, misses estimates"
2,NCM.AX,australia stock exchange release from newcrest mining ncm.ax: ncm etos expiring 30th of april will be open for trading between 2pm - 4:20pm
1,CWN.AX,blackstone may look to monetise crown resorts' property assets - citi
