,undlName,text
5,CBA.AX,cba - partners with menulog by offering eligible customers cashback via commbank rewards
2,CBA.AX,australia stock exchange release from commonwealth ban cba.ax: becoming a substantial holder for mp1
5,WBC.AX,australia stock exchange release from westpac banking wbc.ax: wnzl disclosure statement - 31 march 2020
32,MQG.AX,australia stock exchange release from macquarie group mqg.ax: ceasing to be a substantial holder
9,MQG.AX,australia stock exchange release from macquarie group mqg.ax: ceasing to be a substantial holder
2,MQG.AX,australia stock exchange release from macquarie group mqg.ax: change of director's interest notice
6,MQG.AX,fitch revises outlook on macquarie group and australian subsidies to negative on coronavirus risk
4,MQG.AX,fitch revises outlook on macquarie group and australian subsidies to negative on coronavirus risk
0,WES.AX,"corrected-australia's wesfarmers: not the end of target restructuring, says jefferies"
1,WES.AX,analysts raise pt on wesfarmers on target stores' review
0,TLS.AX,"telstra corp: jefferies says further profit downgrades possible, cuts pt"
7,QBE.AX,australia stock exchange release from qbe insur. qbe.ax: uk business interruption claims
5,QBE.AX,qbe insurance - reinsurance would limit group's net uk business interruption claims cost to 75m
0,QBE.AX,"australia's qbe insurance rises, says reinsurance contracts to cap exposure to uk claims"
4,IPL.AX,australia stock exchange release from incitec pv ipl.ax: appendix 3y - change of director's interest notice
1,IPL.AX,australia stock exchange release from incitec pv ipl.ax: becoming a substantial holder
5,RHC.AX,australia stock exchange release from ramsay health ca rhc.ax: ramsay health care completes share purchase plan
4,RHC.AX,australia stock exchange release from ramsay health ca rhc.ax: prenr ends: 09:31:15
2,RHC.AX,ramsay health care  - completes a300 mln share purchase plan
