,undlName,text
7,MQG.AX,macquarie group  mqg.ax : jefferies raises price target to a138 from a137
5,MQG.AX,australia stock exchange release from macquarie group mqg.ax: bnc2 launch announcement
2,MQG.AX,australia stock exchange release from macquarie group mqg.ax: bcn2 initial prospectus
6,MQG.AX,"jefferies upbeat on australia's macquarie group, raises pt"
51,IPL.AX,australia stock exchange release from incitec pv ipl.ax: trading halt
20,IPL.AX,australia stock exchange release from incitec pv ipl.ax: proposed issue of securities - ipl
22,IPL.AX,australia stock exchange release from incitec pv ipl.ax: trading halt remains
24,IPL.AX,australia stock exchange release from incitec pv ipl.ax: equity raising investor presentation
26,IPL.AX,australia stock exchange release from incitec pv ipl.ax: ipl announces equity raising
31,IPL.AX,australia stock exchange release from incitec pv ipl.ax: 2020 half year results investor presentation
36,IPL.AX,australia stock exchange release from incitec pv ipl.ax: 2020 half year profit report
14,IPL.AX,"incitec pivot  - capital raising to reduce pro forma net debt to a1,276 mln and net debtebitda to 1.9x"
16,IPL.AX,incitec pivot  - well placed to manage short term risks
15,IPL.AX,incitec pivot  - about a60 mln  in cash savings through cost initiatives and reductions and deferrals in capital expenditure
37,IPL.AX,incitec pivot -  explosives and fertiliser businesses are well positioned for long term customers trends
1,IPL.AX,incitec pivot  - undertaking fully underwritten institutional placement to raise a600 mln and non-underwritten spp of up to a75 mln
38,IPL.AX,incitec pivot -  covid-19 pandemic brings future economic uncertainty on commodity pricing and demand
33,IPL.AX,incitec pivot announces raising of 600m in new equity
29,IPL.AX,incitec pivot  -  non-underwritten share purchase plan of up to 75m
32,IPL.AX,incitec pivot -  capital raising through fully underwritten institutional placement  non-underwritten share purchase plan
39,IPL.AX,"incitec pivot  - hy rev from ordinary activities up 6.1 to 1,847.9 mln"
41,IPL.AX,australia stock exchange release from incitec pv ipl.ax: trading halt remains
42,IPL.AX,incitec pivot  -  determined not to pay a dividend in respect of half-year ended 31 march 2020
44,IPL.AX,australia stock exchange release from incitec pv ipl.ax: 2020 half year results announcement
46,IPL.AX,australia stock exchange release from incitec pv ipl.ax: appendix 4d  2020 half year financial report
47,IPL.AX,incitec pivot  - seeks trading halt pending announcement regarding proposed equity capital raising
48,IPL.AX,incitec pivot - seeks trading halt pending announcement on proposed equity capital raising
40,IPL.AX,"incitec pivot  -  hy statutory npat a65m, up 22"
0,IPL.AX,incitec pivot  - placement to be conducted at a2 per new share and to result in 300 mln new shares being issued
14,SCG.AX,australia stock exchange release from scentreed staple scg.ax: 1st quarter operational update
13,SCG.AX,australia stock exchange release from scentreed staple scg.ax: prenr ends: 09:32:03
11,SCG.AX,"scentre group -  in april, group increased liquidity to 3.1 bln"
5,SCG.AX,scentre group - targeting reduction in centre operating expenses of more than 25 during pandemic period
7,SCG.AX,scentre group - determined to not pay interim distribution for half year period ending 30 june 2020
8,SCG.AX,scentre group - march 2020 sales were down 17.6
9,SCG.AX,scentre group - january and february 2020 total in-store sales were up 3.6
10,SCG.AX,scentre group -  total in-store sales were up 656 mln or 2.7 for year
2,SCG.AX,"scentre group says in april, group increased liquidity to 3.1 billion"
56,SUN.AX,australia stock exchange release from suncorp metway sun.ax: suncorp group update
30,SUN.AX,australia stock exchange release from suncorp metway sun.ax: suncorp cps3 exchange notice
29,SUN.AX,australia stock exchange release from suncorp metway sun.ax: prenr ends: 08:40:57
25,SUN.AX,australia stock exchange release from suncorp metway sun.ax: suncorp cleansing notice
23,SUN.AX,australia stock exchange release from suncorp metway sun.ax: prenr ends: 08:41:57
20,SUN.AX,suncorp- expect a modest drag on gross written premium growth in fy20 as a result of take-up of hardship relief options
18,SUN.AX,"suncorp- currently well capitalised, with capital levels in excess of what is required to cover expected deterioration due to covid"
34,SUN.AX,australia stock exchange release from suncorp metway sun.ax: prenr ends: 08:38:12
17,SUN.AX,suncorp- expect nim to be towards top end of our 185 to 195 bps range for fy20
14,SUN.AX,australia stock exchange release from suncorp metway sun.ax: suncorp appendix 2a
11,SUN.AX,australia stock exchange release from suncorp metway sun.ax: suncorp chairman letter to shareholders
7,SUN.AX,suncorp group -  preliminary analysis of historical data has identified inconsistencies on  group's rostering  pay systems
6,SUN.AX,suncorp group  -  analysis to date identifies potential instances of underpayments  overpayments
5,SUN.AX,suncorp group  -  will adopt a conservative mindset when making any decisions about any final dividend
4,SUN.AX,australian insurer suncorp's 2020 gross written premiums to be hit by virus
15,SUN.AX,australia stock exchange release from suncorp metway sun.ax: proposed issue of securities - sun
2,SUN.AX,suncorp group updates on coronavirus impact
35,SUN.AX,australia stock exchange release from suncorp metway sun.ax: suncorp bank aps 31 march 2020
46,SUN.AX,suncorp group- net impact of mtm adjustments was a 205 mln loss pre-tax from 31 dec 2019 to 31 mar 2020
55,SUN.AX,australia stock exchange release from suncorp metway sun.ax: prenr ends: 08:30:52
53,SUN.AX,australia stock exchange release from suncorp metway sun.ax: suncorp banking and wealth ceo update
52,SUN.AX,australia stock exchange release from suncorp metway sun.ax: prenr ends: 08:31:17
50,SUN.AX,australia stock exchange release from suncorp metway sun.ax: suncorp group investor presentation
49,SUN.AX,australia stock exchange release from suncorp metway sun.ax: prenr ends: 08:32:07
48,SUN.AX,suncorp group  -  fy20 group costs to be slightly above 2.7 bln including pay and leave entitlements remediation
42,SUN.AX,suncorp - preliminary estimate of costs to remediate those eligible for additional payments is between 40 - 70 mln
27,SUN.AX,suncorp group -  received thousands of requests for financial hardship from both bank  insurance customers
36,SUN.AX,"suncorp- in response to covid-19, suncorp bank has included a 133 mln management overlay within collective provision"
40,SUN.AX,suncorp group  - will recognise circa 90m after tax non-cash impairment charge for fy20
41,SUN.AX,suncorp group - covid-19 not expected to have an impact on life insurance claims in nz
43,SUN.AX,suncorp- covid-19 will also have a significant impact on consumer motor claims frequency and landlord loss of rent claims
44,SUN.AX,suncorp group - covid-19 will have significant impact on consumer motor claims frequency
45,SUN.AX,suncorp group  - expects an increase in loss of rental income claims frequency and severity
26,SUN.AX,suncorp group -  approved 4.05 bln in loan deferrals
1,SUN.AX,1-australia's suncorp to take 87 mln hit from coronavirus
5,REA.AX,rea group rea.ax: jefferies raises price target to a90.10 from a88.49; retains 'hold' rating
4,REA.AX,jefferies raises pt on australia's rea group on faint signs of a recovery
3,REA.AX,australia stock exchange release from rea group  rea.ax: form 10-q filed by news corp with sec
2,REA.AX,australia stock exchange release from rea group  rea.ax: prenr ends: 08:45:32
15,COH.AX,australia stock exchange release from cochlear coh.ax: confirmation of covid-19 pandemic impact on trading
14,COH.AX,australia stock exchange release from cochlear coh.ax: prenr ends: 08:46:22
12,COH.AX,cochlear - confirmation of covid-19 pandemic impact on trading
5,COH.AX,cochlear- supply chain continues to be largely intact with no supply shortages expected for components over coming months
6,COH.AX,cochlear -  expecting gradual recovery with expectations that hospitals will proceed cautiously with resumption of elective surgery
7,COH.AX,cochlear  -  reduced non-essential spending  capex until there is sustained increase in surgeries
8,COH.AX,cochlear- services business also impacted with april sales declining by about 30
9,COH.AX,"cochlear -  in china, surgeries recommenced in late feb  continued to recover throughout april"
11,COH.AX,cochlear -  sales revenue across business declined by about 60 in april compared to april 2019
2,DXS.AX,australia stock exchange release from dexus dxs.ax: appendix 3y
1,LLC.AX,australia stock exchange release from lendlease group llc.ax: change of director's interest notice
