,undlName,text
3,WBC.AX,westpac: jefferies raises concerns over worsening money-laundering scandal
0,NAB.AX,australian lender nab prepared to say 'no' to more relief for customers who cannot repay
12,MQG.AX,australia stock exchange release from macquarie group mqg.ax: disclosure document
10,MQG.AX,australia stock exchange release from macquarie group mqg.ax: becoming a substantial holder
5,MQG.AX,australia stock exchange release from invtecprop units iap.ax: becoming a substantial holder from mqg
4,MQG.AX,australia stock exchange release from macquarie group mqg.ax: becoming a substantial holder for iap
6,MQG.AX,media-macquarie infrastructure plans 3 bln asia fund- bloomberg news
8,QBE.AX,australia stock exchange release from qbe insur. qbe.ax: consent solicitation for us400m fixed rate capital notes
4,QBE.AX,"qbe insurance - looking to amend terms to provide that if apra determines co would become non-viable, notes would be written-off"
5,QBE.AX,qbe insurance - seeking approval of holders to amend terms of capital notes
6,QBE.AX,qbe insurance - consent solicitation to holders of u.s.400 mln perpetual fixed rate capital notes
1,QAN.AX,qantas budget arm jetstar plans to exit jetstar pacific jv in vietnam
0,QAN.AX,1-qantas budget arm jetstar plans to exit jetstar pacific jv in vietnam
2,CWN.AX,australia stock exchange release from crown resorts cwn.ax: interest payment - cwnhb
4,SUN.AX,australia stock exchange release from suncorp metway sun.ax: suncorp group appoints chief information officer
2,RHC.AX,australia stock exchange release from ramsay health ca rhc.ax: change of director's interest notice - c dyckerhoff
0,S32.AX,australian tech firm k2fly rises on inking contract with miner south32
0,AMP.AX,australia's amp on 'creditwatch' ahead of life insurance sale completion- sp
