,undlName,text
8,RIO.AX,australia stock exchange release from rio tinto rio.ax: results of rio tinto annual general meetings
6,RIO.AX,australia stock exchange release from rio tinto rio.ax: rio tinto limited - amended constitution
4,RIO.AX,australia stock exchange release from rio tinto rio.ax: appendix 3d rio tinto limited 2020 buy-back authorities
73,MQG.AX,australia stock exchange release from macquarie group mqg.ax: macquarie group appendix 4e march 2020
68,MQG.AX,"macquarie group  - fy net operating income 12,325 mln vs 12,754 mln"
63,MQG.AX,"macquarie group - assets under management of a606.9 bln at 31 mar 2020, up 10"
54,MQG.AX,"macquarie- in fy21, market conditions to remain challenging, given significant covid-19 uncertainty  uncertain speed of global economic recovery"
49,MQG.AX,"macquarie- in cgm, product  client sector diversity seen to provide some support through uncertain economic conditions in 1h21"
50,MQG.AX,"macquarie- subdued customer activity anticipated for cgm in fy21, particularly in commodities sector in 1h21"
51,MQG.AX,macquarie -macquarie capital fy net profit contribution of a755 mln down 57 due to lower fee revenue from debt capital markets activities
52,MQG.AX,"macquarie- for mam, net other operating income expected to be significantly down in fy21, due to expected delays in timing of asset sales"
53,MQG.AX,"macquarie group  - in fy21,  macquarie capital investment-related income expected to be down on fy20"
59,MQG.AX,"macquarie- extent to which challenging conditions will impact overall fy21 profitability uncertain, making short-term forecasting extremely difficult"
44,MQG.AX,macquarie- group well-positioned to operate through all market cycles and invest in growth
61,MQG.AX,"macquarie group - as at mar 31, bank cet1 ratio 12.2"
62,MQG.AX,macquarie group  - is currently unable to provide meaningful guidance for fy21
55,MQG.AX,"macquarie - fy20 credit and other impairment charges of a1,040 mln, up from a552 mln in fy19 due to potential economic impacts of covid-19 pandemic"
47,MQG.AX,"macquarie - commodities and global markets fy net profit contribution of a1,746 mln, in line with fy19"
48,MQG.AX,"australia's macquarie group posts 8 fall in annual profit, halves dividend"
69,MQG.AX,macquarie group  -  proposed 2020 final dividend of 1.8 per share
70,MQG.AX,"macquarie group  - fy net profit attributable 2,731 mln vs 2,982 mln"
8,MQG.AX,australia stock exchange release from macquarie group mqg.ax: dividenddistribution - mqg
11,MQG.AX,australia stock exchange release from macquarie group mqg.ax: dividenddistribution - mqgpd
72,MQG.AX,australia stock exchange release from macquarie group mqg.ax: prenr ends: 08:51:12
66,MQG.AX,australia stock exchange release from macquarie group mqg.ax: macquarie group fy20 media release
65,MQG.AX,australia stock exchange release from macquarie group mqg.ax: prenr ends: 08:54:27
58,MQG.AX,australia stock exchange release from macquarie group mqg.ax: macquarie group fy20 presentation
57,MQG.AX,australia stock exchange release from macquarie group mqg.ax: prenr ends: 08:56:17
46,MQG.AX,australia stock exchange release from macquarie group mqg.ax: macquarie group fy20 annual report
45,MQG.AX,australia stock exchange release from macquarie group mqg.ax: prenr ends: 09:02:17
1,MQG.AX,3-australia's macquarie halves dividend after 8 drop in fy profit
38,MQG.AX,australia stock exchange release from macquarie group mqg.ax: macquarie group fy20 management discussion and analysis
36,MQG.AX,australia stock exchange release from macquarie group mqg.ax: macquarie group 2020 corporate governance statement
34,MQG.AX,australia stock exchange release from macquarie group mqg.ax: macquarie group appendix 4g
30,MQG.AX,australia stock exchange release from new century reso ncz.ax: ceasing to be a substantial holder from mqg
29,MQG.AX,australia stock exchange release from macquarie group mqg.ax: ceasing to be a substantial holder for ncz
26,MQG.AX,australia stock exchange release from macquarie group mqg.ax: change in substantial  for nuf
17,MQG.AX,australia stock exchange release from macquarie group mqg.ax: dividenddistribution - mqgpb
14,MQG.AX,australia stock exchange release from macquarie group mqg.ax: dividenddistribution - mqgpc
37,MQG.AX,australia stock exchange release from macquarie group mqg.ax: prenr ends: 09:13:17
23,MQG.AX,"australia's macquarie group shares volatile after profit miss, downcast outlook"
1,WOW.AX,australia stock exchange release from woolworths group wow.ax: ceasing to be a substantial holder for mmm
20,TLS.AX,australia stock exchange release from telstra corporat tls.ax: foxtel impairment
19,TLS.AX,australia stock exchange release from telstra corporat tls.ax: prenr ends: 09:01:27
17,TLS.AX,telstra corporation  -  expects to make a non-cash impairment and write down of carrying value of its 35 percent stake in foxtel
16,TLS.AX,telstra corporation  -  expects impairment charge of about a300 mln against this investment in its fy20
15,TLS.AX,telstra corporation  -  expected to write down value of co's share in foxtel from a750 mln to about a450 mln
14,TLS.AX,telstra corporation  -  expected non-cash impairment charge will not affect co's fy20 results on a guidance basis
6,TLS.AX,australia's telstra to book 195 mln impairment charge on foxtel stake
3,TLS.AX,1-telstra to book 195 mln foxtel stake impairment charge on news corp writedown
2,QBE.AX,australia stock exchange release from qbe insur. qbe.ax: qbe share purchase plan closes on 11 may 2020
20,NCM.AX,australia stock exchange release from newcrest mining ncm.ax: ncm prices us1.15bn bond issuances and commences repurchase
18,NCM.AX,newcrest- prices us1.15 bln bond issuances and commences repurchase of existing near-term bond maturities
7,NCM.AX,newcrest - pricing of us500 million 30-year notes maturing 13 may 2050 at fixed rate coupon of 4.20 per annum
8,NCM.AX,newcrest - pricing of us650 mln 10-year notes maturing 13 may 2030 at fixed rate coupon of 3.25 per annum
9,NCM.AX,newcrest -  priced combined aggregate principal amount of us1.15 bln of senior unsecured notes offered in united states
